url,lead,source,pub_date,type,news_desk,section,material,word_count,headline,author
https://www.nytimes.com/2000/11/17/arts/weekend-warrior-high-saddle-for-rousing-ride-that-s-bumpy-bruising-scary.html,"In mountain biking lingo, ''a yard sale'' is a crash where a rider leaves gear strewn along the trail. Midway down a winding descent on a dry, rocky trail during a mountain bike race in Maui, I tried to avoid a large rock, jammed on my front brakes and went flying over the handlebars -- a judo-style fall known as an ''endo.'' I picked myself up slowly and walked up the trail to retrieve my water bottles, energy bars and spare inner tube. I wasn't badly hurt, but my already shaky confidence took a Learjet to Tijuana.",The New York Times,2000-11-17T05:00:00+0000,article,Leisure/Weekend Desk,Arts,News,1790,"High in the Saddle for a Rousing Ride That's Bumpy, Bruising and Scary",By Joe Glickman
https://www.nytimes.com/2000/06/09/arts/weekend-warrior-stalking-the-bear-bears-optional.html,"Camped on the banks of the Oswegatchie River deep in the Adirondacks several years ago, Paul Rezendes, a master tracker and wilderness photographer, was awakened by a black bear bashing around his camp. Naked and armed with only a canoe paddle, he chased the bear into the night. As he drifted back to sleep, the snorting bear returned, bent on sampling the contents of the well-stocked cooler that Mr. Rezendes had stashed at the far end of his camp.",The New York Times,2000-06-09T05:00:00+0000,article,Leisure/Weekend Desk,Arts,News,1742,Stalking the Bear (Bears Optional),By Joe Glickman
https://www.nytimes.com/2000/05/20/nyregion/mayor-s-decision-republicans-giuliani-quits-race-for-senate-gop-rallies-around.html,New York State Republicans rushed to ensure that the party could still mount a serious challenge to Hillary Rodham Clinton following Mayor Rudolph W. Giuliani's protracted exit from the Senate contest yesterday. They rallied around the candidacy of a little-known Long Island representative as they contemplated a race whose every dynamic was altered in the space of a single afternoon.,The New York Times,2000-05-20T05:00:00+0000,article,Metropolitan Desk,New York,News,1723,"GIULIANI QUITS RACE FOR SENATE, AND G.O.P. RALLIES AROUND LAZIO",By Adam Nagourney
https://www.nytimes.com/2000/05/19/nyregion/mayor-s-decision-republicans-giuliani-quits-race-for-senate-gop-rallies-around.html,New York State Republicans rushed to ensure that the party could still mount a serious challenge to Hillary Rodham Clinton following Mayor Rudolph W. Giuliani's protracted exit from the Senate contest yesterday. They rallied around the candidacy of a little-known Long Island representative as they contemplated a race whose every dynamic was altered in the space of a single afternoon.,The New York Times,2000-05-19T05:00:00+0000,article,Metropolitan Desk,New York,News,1730,"GIULIANI QUITS RACE FOR SENATE, AND G.O.P. RALLIES AROUND LAZIO",By Adam Nagourney
https://www.nytimes.com/2000/02/15/science/once-near-death-a-comeback-bird-thrives-in-cities.html,"This is a story about a man and a bird. The man is Tom Cade, admired for his vision, ingenuity, passion and persistence, who defied naysayers and spearheaded the rescue of the bird. The bird is the peregrine falcon, admired for its power, speed, nobility and hunting prowess, which 30 years ago was perched on the brink of extinction.",The New York Times,2000-02-15T05:00:00+0000,article,Science Desk,Science,News,1754,"Once Near Death, A Comeback Bird Thrives in Cities",By Jane E. Brody
https://www.nytimes.com/2000/08/26/nyregion/signs-of-life-in-a-ghost-town-new-admirers-rebuild-a-mineral-spring-retreat.html,The ghost town of the white elephants.,The New York Times,2000-08-26T05:00:00+0000,article,Metropolitan Desk,New York,News,1735,Signs of Life in a Ghost Town; New Admirers Rebuild a Mineral-Spring Retreat,By Glenn Collins
https://www.nytimes.com/2000/06/04/travel/what-s-doing-in-burlington.html,"Rudyard Kipling, a short-time resident of Vermont, said Lake Champlain was one of the finest places in the world to view a sunset. But for decades, outdoor enthusiasts on their way to Vermont's renowned mountains passed within a few miles of the lake and never knew what they were missing. They lingered at the Burlington airport only long enough to pick up their luggage.",The New York Times,2000-06-04T05:00:00+0000,article,Travel Desk,Travel,News,1752,Burlington,By Marian Burros
https://www.nytimes.com/2000/08/10/garden/human-nature-a-garden-guru-who-knows-when-to-stop.html,"DAVID SEELER is a practical man. When the landscape architect needed 25,000 tons of fill to build a ha-ha, or hidden fence, down the road from his house here, he decided to give his wife a pond for her 55th birthday.",The New York Times,2000-08-10T05:00:00+0000,article,House & Home/Style Desk,Home & Garden,News,1915,A Garden Guru Who Knows When to Stop,By Anne Raver
https://www.nytimes.com/2000/06/30/arts/weekend-excursion-among-memories-of-old-glory.html,"Beyond providing an excuse to indulge in hot dogs and fireworks, the Fourth of July weekend can still call to mind the struggle around the event the holiday commemorates, the signing of the Declaration of Independence. So perhaps a town like Bennington, whose ambience runs from the workaday to the artsy, should count itself fortunate to have so visible a reminder of Revolutionary valor.",The New York Times,2000-06-30T05:00:00+0000,article,Leisure/Weekend Desk,Arts,News,2002,Among Memories of Old Glory,By Gustav Niebuhr
https://www.nytimes.com/2000/04/02/travel/dallying-along-the-lackawanna-trail.html,"THERE is an American tradition, nearly a century old, of hopping into the family car and heading out into the countryside without an itinerary, without the need to be anywhere at a certain time. At the peak of this carefree style of travel, back in the early 20th century, it was called ''gypsying.'' Instead of a map, these weekend wanderers were guided by curiosity.",The New York Times,2000-04-02T05:00:00+0000,article,Travel Desk,Travel,News,2196,Dallying Along the Lackawanna Trail,By Roger Yepsen
https://www.nytimes.com/2000/05/21/nyregion/slipping-away-to-the-past-at-a-handful-of-lakes-just-waiting-to-be-explored.html,"FROM the air, Westchester bears a striking resemblance to England's Lake District, its wooded hills mottled with still ponds and shimmering lakes.",The New York Times,2000-05-21T05:00:00+0000,article,Westchester Weekly Desk,New York,News,2185,Slipping Away to the Past At a Handful of Lakes Just Waiting to Be Explored,By Lisa W. Foderaro
https://www.nytimes.com/2000/07/16/arts/television-radio-saving-the-world-one-sexy-teen-at-a-time.html,"IT seems to me that having created the Internet, the wireless electronic pocket organizer and Oreos that turn your milk bright blue when you dunk 'em, humankind has reached its technological apogee. In so doing, we've solved our most fundamental problems: ''How can I deliver, to someone far away, an annoying online sales pitch for deeply discounted off-season Adirondack time shares?'' and ''I'm a wealthy day trader and an idiot -- what day is it?'' and ''Why is my cookie so tasty yet not at all artistically ambitious or challenging to the eye?''",The New York Times,2000-07-16T05:00:00+0000,article,Arts and Leisure Desk,Arts,News,2614,"Saving the World, One Sexy Teen at a Time",By Jeff Macgregor
https://www.nytimes.com/2000/08/20/travel/frugal-traveler-in-carriacou-parrotfish-and-pastel-cottages.html,"THE market was the talk of downtown Hillsborough, Carriacou. The old building, with its rusty corrugated-iron roof sheltering a handful of hard-bargaining fruit and vegetable hawkers, had stood at the foot of the town dock for as long as anyone could remember. Now the city council wanted to tear it down and relocate the market about 100 yards down the street.",The New York Times,2000-08-20T05:00:00+0000,article,Travel Desk,Travel,News,2882,"In Carriacou, Parrotfish And Pastel Cottages",By Daisann McLane
https://www.nytimes.com/2000/02/13/nyregion/what-it-takes.html,"ACROSS the street from the American Museum of Natural History, Betsy Gotbaum, director of the New-York Historical Society, has been watching the construction of the dazzling, hugely trumpeted $210 million planetarium with great interest and strong emotions.",The New York Times,2000-02-13T05:00:00+0000,article,The City Weekly Desk,New York,News,2889,What It Takes,By Barbara Stewart
https://www.nytimes.com/2000/08/27/magazine/alone-at-the-top.html,"Sanford I. Weill had just completed his latest coup -- the one that vaulted him into the clear, free of any rivals or pretenders to the crown -- and he was taking the stage at Carnegie Hall, where a single microphone descended from the floodlights. It was the annual shareholders' meeting of Citigroup, which had just earned more than any company had ever earned in a single quarter, and it was Weill's show. He had built the company, ledger by ledger, through a series of deals as remarkable as any in Wall Street history. And finally, it was all his. Even the stage and the velvet-cushioned seats, which, as a trustee and chairman of Carnegie Hall, Weill had restored, were, in a manner of speaking, his. ",The New York Times,2000-08-27T05:00:00+0000,article,Magazine Desk,Magazine,News,7840,Alone At the Top,By Roger Lowenstein
https://www.nytimes.com/2000/09/13/politics/transcript-of-the-debate-between-mrs-clinton-and-rick-lazio.html," Following is a transcript of the debate Wednesday night between United States Senate candidates from New York Hillary Rodham Clinton and Rick Lazio in Buffalo, as recorded by The New York Times: ",The New York Times,2000-09-13T05:00:00+0000,article,None,U.S.,News,10054,Transcript of the Debate Between Mrs. Clinton and Rick Lazio,By
